year,rank,institution,country,ods12_score
2019,=67,Universidade Federal do Ceará (UFC),Brazil,58.4
2019,91,Universidade Federal de São Paulo (UNIFESP),Brazil,50.7
2019,101–200,Federal University of Itajubá,Brazil,18.9–47.4
2019,101–200,Universidade Federal Rural do Semi-Arido,Brazil,18.9–47.4
2019,101–200,Universidade Nove de Julho (Uninove),Brazil,18.9–47.4
2019,101–200,Pontifícia Universidade Católica do Paraná,Brazil,18.9–47.4
2019,101–200,Vila Velha University,Brazil,18.9–47.4
2020,84,University of São Paulo,Brazil,66.5
2020,101–200,Universidade Estadual de Maringá,Brazil,48.4–64.3
2020,101–200,Universidade Federal do ABC (UFABC),Brazil,48.4–64.3
2020,101–200,Universidade Federal do Ceará (UFC),Brazil,48.4–64.3
2020,101–200,Federal University of Itajubá,Brazil,48.4–64.3
2020,101–200,Universidade Federal de Santa Catarina,Brazil,48.4–64.3
2020,101–200,Universidade Federal de São Paulo (UNIFESP),Brazil,48.4–64.3
2020,101–200,Universidade Nove de Julho (Uninove),Brazil,48.4–64.3
2020,101–200,Unisinos University,Brazil,48.4–64.3
2020,201–300,Federal University of Espírito Santo,Brazil,26.8–48.1
2020,201–300,Universidade Federal Rural do Semi-Arido,Brazil,26.8–48.1
2020,201–300,Londrina State University,Brazil,26.8–48.1
2020,201–300,Vila Velha University,Brazil,26.8–48.1
2020,301+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,0.7–26.7
2020,301+,Pontifícia Universidade Católica do Paraná,Brazil,0.7–26.7
2021,101–200,Universidade Estadual de Maringá,Brazil,56.8–69.9
2021,101–200,Universidade Federal do Ceará (UFC),Brazil,56.8–69.9
2021,101–200,Federal University of Mato Grosso do Sul,Brazil,56.8–69.9
2021,101–200,Universidade Federal Rural do Semi-Arido,Brazil,56.8–69.9
2021,101–200,Universidade Federal de Santa Catarina,Brazil,56.8–69.9
2021,101–200,University of São Paulo,Brazil,56.8–69.9
2021,201–300,Universidade Federal do ABC (UFABC),Brazil,43.8–56.5
2021,201–300,Federal University of Itajubá,Brazil,43.8–56.5
2021,201–300,Universidade Federal do Paraná (UFPR),Brazil,43.8–56.5
2021,201–300,Universidade Federal de São Paulo (UNIFESP),Brazil,43.8–56.5
2021,201–300,Federal University of Uberlândia,Brazil,43.8–56.5
2021,201–300,Universidade Nove de Julho (Uninove),Brazil,43.8–56.5
2021,201–300,Pontifical Catholic University of Minas Gerais,Brazil,43.8–56.5
2021,201–300,Unisinos University,Brazil,43.8–56.5
2021,301–400,Federal University of Espírito Santo,Brazil,29.3–43.7
2021,301–400,Universidade Federal de Juiz de Fora,Brazil,29.3–43.7
2021,301–400,Londrina State University,Brazil,29.3–43.7
2021,301–400,University of South Santa Catarina (Unisul),Brazil,29.3–43.7
2021,401+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,0.3–29.0
2021,401+,Universidade Federal de Ouro Preto (UFOP),Brazil,0.3–29.0
2021,401+,Federal University of Santa Maria,Brazil,0.3–29.0
2021,401+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,0.3–29.0
2021,401+,Vila Velha University,Brazil,0.3–29.0
2022,101–200,Universidade Federal de Santa Catarina,Brazil,64.4–75.5
2022,101–200,Universidade Federal de São Paulo (UNIFESP),Brazil,64.4–75.5
2022,101–200,Federal University of Uberlândia,Brazil,64.4–75.5
2022,101–200,University of São Paulo,Brazil,64.4–75.5
2022,201–300,Federal University of Itajubá,Brazil,54.0–64.2
2022,301–400,University of Campinas,Brazil,41.6–53.9
2022,301–400,Universidade Estadual do Maranhão,Brazil,41.6–53.9
2022,301–400,Universidade Estadual de Maringá,Brazil,41.6–53.9
2022,301–400,Federal University of Mato Grosso do Sul,Brazil,41.6–53.9
2022,301–400,Universidade Federal do Paraná (UFPR),Brazil,41.6–53.9
2022,301–400,Federal University of Santa Maria,Brazil,41.6–53.9
2022,301–400,Pontifical Catholic University of Minas Gerais,Brazil,41.6–53.9
2022,301–400,University of South Santa Catarina (Unisul),Brazil,41.6–53.9
2022,301–400,Unisinos University,Brazil,41.6–53.9
2022,401–600,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,4.2–41.5
2022,401–600,Federal University of Espírito Santo,Brazil,4.2–41.5
2022,401–600,Universidade Federal de Juiz de Fora,Brazil,4.2–41.5
2022,401–600,Universidade Federal de Ouro Preto (UFOP),Brazil,4.2–41.5
2022,401–600,Federal Rural University of Pernambuco,Brazil,4.2–41.5
2022,401–600,Universidade Federal Rural do Semi-Arido,Brazil,4.2–41.5
2022,401–600,Universidade Federal de Sergipe,Brazil,4.2–41.5
2022,401–600,Federal University of Vales do Jequitinhonha e Mucuri,Brazil,4.2–41.5
2022,401–600,Universidade Nove de Julho (Uninove),Brazil,4.2–41.5
2022,401–600,Vila Velha University,Brazil,4.2–41.5
2023,85,Federal University of Uberlândia,Brazil,78.5
2023,101–200,University of São Paulo,Brazil,66.8–76.6
2023,201–300,University of Campinas,Brazil,58.7–66.7
2023,201–300,Universidade Federal de Santa Catarina,Brazil,58.7–66.7
2023,201–300,Federal University of Santa Maria,Brazil,58.7–66.7
2023,301–400,Universidade Estadual do Maranhão,Brazil,49.4–58.6
2023,301–400,Universidade Federal de São Paulo (UNIFESP),Brazil,49.4–58.6
2023,301–400,Universidade Nove de Julho (Uninove),Brazil,49.4–58.6
2023,401–600,Cogna Educação,Brazil,26.1–49.1
2023,401–600,Universidade Estadual de Maringá,Brazil,26.1–49.1
2023,401–600,Universidade Federal do Triângulo Mineiro,Brazil,26.1–49.1
2023,401–600,Federal University of Espírito Santo,Brazil,26.1–49.1
2023,401–600,Federal University of Itajubá,Brazil,26.1–49.1
2023,401–600,Federal University of Mato Grosso do Sul,Brazil,26.1–49.1
2023,401–600,Federal University of Pará,Brazil,26.1–49.1
2023,401–600,Universidade Federal do Paraná (UFPR),Brazil,26.1–49.1
2023,401–600,Federal Rural University of Pernambuco,Brazil,26.1–49.1
2023,401–600,Universidade Federal Rural do Semi-Arido,Brazil,26.1–49.1
2023,401–600,Universidade Federal de Sergipe,Brazil,26.1–49.1
2023,401–600,Fluminense Federal University,Brazil,26.1–49.1
2023,401–600,Londrina State University,Brazil,26.1–49.1
2023,401–600,State University of Ponta Grossa,Brazil,26.1–49.1
2023,601+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,2.8–25.9
2023,601+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,2.8–25.9
2023,601+,Universidade Federal de Juiz de Fora,Brazil,2.8–25.9
2023,601+,Vila Velha University,Brazil,2.8–25.9
2024,101–200,Universidade Federal de Santa Catarina,Brazil,73.1–81.4
2024,201–300,Federal University of Mato Grosso do Sul,Brazil,65.6–73.0
2024,201–300,Federal University of Uberlândia,Brazil,65.6–73.0
2024,301–400,Federal University of Itajubá,Brazil,57.7–65.4
2024,301–400,State University of Ponta Grossa,Brazil,57.7–65.4
2024,301–400,University of Campinas,Brazil,57.7–65.4
2024,401–600,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,41.1–57.4
2024,401–600,Federal University of Pará,Brazil,41.1–57.4
2024,401–600,Fluminense Federal University,Brazil,41.1–57.4
2024,401–600,Londrina State University,Brazil,41.1–57.4
2024,401–600,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,41.1–57.4
2024,401–600,Universidade Estadual de Maringá,Brazil,41.1–57.4
2024,401–600,Universidade Estadual do Maranhão,Brazil,41.1–57.4
2024,401–600,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,41.1–57.4
2024,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,41.1–57.4
2024,401–600,Universidade Federal Rural do Semi-Arido,Brazil,41.1–57.4
2024,401–600,Universidade Nove de Julho (Uninove),Brazil,41.1–57.4
2024,401–600,University of São Paulo,Brazil,41.1–57.4
2024,401–600,University of Western São Paulo (UNOESTE),Brazil,41.1–57.4
2024,601–800,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,13.7–40.9
2024,601–800,Federal Rural University of Pernambuco,Brazil,13.7–40.9
2024,601–800,Federal University of Santa Maria,Brazil,13.7–40.9
2024,601–800,Federal University of São Carlos,Brazil,13.7–40.9
2024,601–800,Universidade Estadual Paulista (Unesp),Brazil,13.7–40.9
2024,601–800,Universidade Federal de Juiz de Fora,Brazil,13.7–40.9
2024,601–800,Universidade Federal de Sergipe,Brazil,13.7–40.9
2024,601–800,Universidade Federal do Paraná (UFPR),Brazil,13.7–40.9
2024,601–800,University Braz Cubas,Brazil,13.7–40.9
2024,801+,Centro Universitário Senac - Campus Santo Amaro,Brazil,1.6–13.4
2025,201–300,Federal University of Mato Grosso do Sul,Brazil,66.6–73.9
2025,301–400,Universidade Federal de Santa Catarina,Brazil,60.8–66.4
2025,301–400,Universidade Federal Rural do Semi-Arido,Brazil,60.8–66.4
2025,401–600,Federal University of Itajubá,Brazil,47.5–60.7
2025,401–600,Federal University of Minas Gerais,Brazil,47.5–60.7
2025,401–600,Federal University of Pará,Brazil,47.5–60.7
2025,401–600,Federal University of Rio de Janeiro,Brazil,47.5–60.7
2025,401–600,Federal University of Santa Maria,Brazil,47.5–60.7
2025,401–600,Federal University of Uberlândia,Brazil,47.5–60.7
2025,401–600,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,47.5–60.7
2025,401–600,State University of Ponta Grossa,Brazil,47.5–60.7
2025,401–600,Universidade Estadual de Maringá,Brazil,47.5–60.7
2025,401–600,Universidade Estadual do Maranhão,Brazil,47.5–60.7
2025,401–600,University of Campinas,Brazil,47.5–60.7
2025,401–600,University of Western São Paulo (UNOESTE),Brazil,47.5–60.7
2025,601–800,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,32.8–47.4
2025,601–800,Federal Rural University of Pernambuco,Brazil,32.8–47.4
2025,601–800,Federal University of Espírito Santo,Brazil,32.8–47.4
2025,601–800,Fluminense Federal University,Brazil,32.8–47.4
2025,601–800,Londrina State University,Brazil,32.8–47.4
2025,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,32.8–47.4
2025,601–800,Universidade Estadual Paulista (Unesp),Brazil,32.8–47.4
2025,601–800,Universidade Federal de Juiz de Fora,Brazil,32.8–47.4
2025,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,32.8–47.4
2025,601–800,Universidade Federal de Sergipe,Brazil,32.8–47.4
2025,601–800,Universidade Nove de Julho (Uninove),Brazil,32.8–47.4
2025,601–800,University of São Paulo,Brazil,32.8–47.4
2025,801+,Centro Universitário Senac - Campus Santo Amaro,Brazil,1.5–32.7
2025,801+,Federal University of São Carlos,Brazil,1.5–32.7
2025,801+,UNESC,Brazil,1.5–32.7
2025,801+,Universidade Federal do Paraná (UFPR),Brazil,1.5–32.7
2025,801+,University Braz Cubas,Brazil,1.5–32.7
2025,801+,Vila Velha University,Brazil,1.5–32.7
